id	corpus	emotion	domain
10468	Anyone who suffers through this film deserves , at the very least , a big box of consolation candy .	disgust	moviereview
10481	A distinctly minor effort that will be seen to better advantage on cable , especially considering its barely feature-length running time of one hour .	disgust	moviereview
10484	Rather less than the sum of its underventilated pre-fils confrontations .	disgust	moviereview
10485	McKay shows crushingly little curiosity about , or is ill-equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative .	disgust	moviereview
10509	Holland lets things peter out midway , but it 's notably better acted -- and far less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals .	joy	moviereview
10515	I 'm left slightly disappointed that it did n't .	sadness	moviereview
10631	Unspeakable , of course , barely begins to describe the plot and its complications .	disgust	moviereview
10638	Even as I valiantly struggled to remain interested , or at least conscious , I could feel my eyelids ... getting ... very ... heavy ...	disgust	moviereview
10651	In his role of observer of the scene , Lawrence sounds whiny and defensive , as if his life-altering experiences made him bitter and less mature .	disgust	moviereview
10665	It would n't matter so much that this arrogant Richard Pryor wannabe 's routine is offensive , puerile and unimaginatively foul-mouthed if it was at least funny .	disgust	moviereview
10695	The Chateau ... is less concerned with cultural and political issues than doting on its eccentric characters .	disgust	moviereview
10703	We could have expected a little more human being , and a little less product .	disgust	moviereview
10802	Once again , the intelligence of gay audiences has been grossly underestimated , and a meaty plot and well-developed characters have been sacrificed for skin and flash that barely fizzle .	disgust	moviereview
10830	A movie that the less charitable might describe as a castrated cross between Highlander and Lolita .	disgust	moviereview
10891	Beneath the uncanny , inevitable and seemingly shrewd facade of movie-biz farce ... lies a plot cobbled together from largely flat and uncreative moments .	disgust	moviereview
10941	It stars schticky Chris Rock and stolid Anthony Hopkins , who seem barely in the same movie .	disgust	moviereview
10973	The film boasts at least a few good ideas and features some decent performances , but the result is disappointing .	disgust	moviereview
10980	Lurid and less than lucid work .	disgust	moviereview
10982	At a brief 42 minutes , we need more X and less blab .	noemotion	moviereview
11030	... most viewers will wish there had been more of the `` Queen '' and less of the `` Damned . ''	disgust	moviereview
11051	Adroit but finally a trifle flat , Mad Love does n't galvanize its outrage the way , say , Jane Campion might have done , but at least it possesses some .	disgust	moviereview
11100	Solondz is without doubt an artist of uncompromising vision , but that vision is beginning to feel , if not morally bankrupt , at least terribly monotonous .	disgust	moviereview
11102	Supposedly based upon real , or at least soberly reported incidents , the film ends with a large human tragedy .	sadness	moviereview
11107	Hart 's War seems to want to be a character study , but apparently ca n't quite decide which character .	disgust	moviereview
11109	This latest installment of the horror film franchise that is apparently as invulnerable as its trademark villain has arrived for an incongruous summer playoff , demonstrating yet again that the era of the intelligent , well-made B movie is long gone .	disgust	moviereview
11195	It sounds like another clever if pointless excursion into the abyss , and that 's more or less how it plays out .	disgust	moviereview
11264	The result is so tame that even slightly wised-up kids would quickly change the channel .	disgust	moviereview
11310	An uneasy mix of run-of-the-mill raunchy humor and seemingly sincere personal reflection .	surprise	moviereview
11366	-LRB- Lin Chung 's -RRB- voice is rather unexceptional , even irritating -LRB- at least to this Western ear -RRB- , making it awfully hard to buy the impetus for the complicated love triangle that develops between the three central characters .	anger	moviereview
11369	Unfortunately , the experience of actually watching the movie is less compelling than the circumstances of its making .	disgust	moviereview
11408	Less funny than it should be and less funny than it thinks it is .	disgust	moviereview
11452	Any intellectual arguments being made about the nature of God are framed in a drama so clumsy , there is a real danger less sophisticated audiences will mistake it for an endorsement of the very things that Bean abhors .	disgust	moviereview
11470	The Santa Clause 2 is a barely adequate babysitter for older kids , but I 've got to give it thumbs down .	disgust	moviereview
11486	is now stretched to barely feature length , with a little more attention paid to the animation .	disgust	moviereview
11495	Any film that does n't even in passing mention political prisoners , poverty and the boat loads of people who try to escape the country is less a documentary and more propaganda by way of a valentine sealed with a kiss .	disgust	moviereview
11499	"In this film we at least see a study in contrasts ; the wide range of one actor , and the limited range of a comedian ."	disgust	moviereview
11510	It 's difficult to imagine that a more confused , less interesting and more sloppily made film could possibly come down the road in 2002 .	disgust	moviereview
11517	An inconsequential , barely there bit of piffle .	disgust	moviereview
12330	At least 130 die as blast levels Baghdad market	sadness	newsheadline
12958	It was crazy, it was drunken, it was new and it was damn fun and I realized that there is less to learn from happy things but there are important messages you gain from good experiences.	joy	blog
12981	*flails* At least it's not the unable to say anything gig that I had with Erik.	joy	blog
13159	sad at least I had a blast.	sadness	blog
13196	Now this merits explaining: before the World Cup began, if you waved a German flag in the streets, you would probably be called a Nazi and at the very least labeled as a radical right wing nutter.	fear	blog
13230	Don't ever mistake Haloumi for Feta, or you might have a flock of barely intelligible Cypriot grammas spend half an hour pinching your cheek and explaining the difference in broken Greco-English.	surprise	blog
13277	Honestly, while I was dating the child, I barely saw him in school.	noemotion	blog
13297	at least they punched holes in it that is my BIO lab course book.	noemotion	blog
13370	For example - the more you use chapstick - the less your lips produce their own moisture - making you further dependent on chapstick.	noemotion	blog
13502	He wanted B to stay at least for today so that he had a day off to play with him.	anticipation	blog
13560	You know at least one bar where you can get something to drink after last call.	joy	blog
13574	You've slammed on your brakes to deter a tailgater Know at least three Tony's, one Vinnie and a Frankie Paranoia sets in if you can't see a Dunkin Donuts, ATM or CVS within eyeshot at all times.	noemotion	blog
13706	I can probably pick them up for less than a buck and sell them for lots lots more as long as they work.	anticipation	blog
13734	It all started a month ago in kickboxing class at least that part sounds way cool.	noemotion	blog
13764	you've killed less people in the last six years than we did to ourselves in a week in 1916.	disgust	blog
13850	She never once had a caller that she didn't make laugh- at least once during their call.	joy	blog
13938	At least that is one issue that has finally gotten rolliing.	joy	blog
13971	One of those 3 will be moving this fall, and the others have an awful lot going on in their lives, in addition to being less available than the first by a long shot anyhow.	noemotion	blog
13995	I guess I do what I can to make the most of what I have, if it's not enough then it likely never was, and in that case, at least I know I tried.	noemotion	blog
14053	Despite widespread dissatisfaction among Democrats with the Bush administration and overall Republican governance, we detect no real signs so far at least in Harris County of a groundswell to actually vote in November.	noemotion	blog
14091	We went in my car, cos apparently I have music.	noemotion	blog
14227	I love walking around for things to buy, and traveling less than two hours to arrive at the comics spread of my dreams won't raise too many personal hackles, let me tell you.	joy	blog
14230	"Actually, I think maybe the best thing about SPX is how everyone is kind of pressed together, comics placed near one another seemingly without much concern for subject matter coherency I heard it was a bit different in prior years, with multiple selling rooms and all; if the creators in attendance and the books on display weren't a comprehensive picture of English-language non-superhero comics, there was at least enough diversity to manage the illusion of comprehensiveness."	joy	blog
14238	Nobody was particularly brusque at SPX, at least from among the artists, but I found Chippendale to be consistently the most emphatic and friendly creator around.	joy	blog
14252	"Paping #11 by various older issue of a deluxe anthology by some interesting-looking creators; the real showpiece was issue #14, with its solid wood covers and impressive prints 'n comics mishmash interior, the whole thing bound by red shoelaces; I just didn't have the roughly $30 needed to spend on it by that point in the show, though."	sadness	blog
14502	There's all kinds of thought about how the measure will make judicial positions more or less political, whether those positions already are political, whether it matters that the Oregon constitution originally had district elections and switched to statewide some time ago, whether elections by district mean that some of the judges will be less qualified than others could have been or whether it means that currently underrepresented areas think every rural area will have a better chance to have someone who understands them in the appellate courts, etc.	noemotion	blog
14509	There seemed to be at least a smidgen of personal experience reflected in that argument, something not really present anywhere else.	noemotion	blog
14510	So I'm leaning slightly in favor, although I mostly don't see how it will make that big of a difference.	noemotion	blog
14634	The most exciting time of my whole summer was going to Virginia with the Patricks, Pearsons and Roths, and that lasted less than a week.	joy	blog
14655	I hope I can at least pass out sometime when it's sweet, like when I'm driving or operating heavy machinery.	sadness	blog
14672	My charges were.50 short, but apparently that's not a horrible thing.	fear	blog
14689	A little unfortunate, but at least it saves me from actually walking there.	surprise	blog
14701	"While I have no doubt whatsoever that my equipment is clean and disease free I devote at least as much attention to cleaning that as I do my hands; any women dating these boys should be weary of the possible filth that probably accompanies sexual relations with him if he can't even take care of his hands, I cannot say the same for others, and cannot vouch for where their hands have been prior to touching the same surfaces that I have, such as the toilet seat, flush lever, and door handles."	disgust	blog
14704	UNCLEAN! should at the very least be a public restroom on the interstate.	disgust	blog
14715	But unlike that said territory, children grow-up at some point, and most at least realize that you can't just go around pissing people off.	anticipation	blog
14737	The turnpike was nuts, every asshole from Jersey and Connecticut was apparently heading to Canada.	anger	blog
14738	It was so packed that all three lanes were barely crawling along at the speed limit, let alone any faster.	disgust	blog
14751	Let's just say they gave us at least five outs but probably more.	surprise	blog
14767	Pete Rose scores the game-winning run and Ray Fosse, the Indians' seemingly promising beacon, is never the same ball player.	joy	blog
14802	Like I said a while ago, Dad said he was gonna buy Sam a pound of weed, a 2-4 of beer, and a led Zeppelin album so that he had at least one normal kid.	noemotion	blog
14806	Despite the large load of stuff he took, I barely notice a difference in the house.	noemotion	blog
14837	I have the choice to either go to this Burgessville Rocks thing, go to London to watch movies with the Furries, or go to Brantford with Jason to sling some haybales and make some more cash oh yeah, Tim owes me like 30 bucks too, on top of the 60 in my bank so apparently I do well with the cash.	noemotion	blog
14992	thus getting myself more pissed and less willing to finish what i was just trying to say.	anger	blog
15021	At least they hadn't needed to be anywhere until lunch this morning.	noemotion	blog
15079	We sit in the house, and slowly the world we're living in is getting smaller, and all we say is, Please, at least leave us alone in our living rooms.	disgust	blog
15100	This was apparently an emergency.	surprise	blog
15104	I went with the slightly more creamy white, rather than the slightly more grey white.	noemotion	blog
15106	The pseudoscience could probably be blamed at least in part on its late-70s vintage - maybe things like multiple personality disorder and schizophrenia were so poorly understood and poorly approached at the time that this gobbledegook was passable or else maybe these disorders were so poorly understood that they were as hokey to established science as poltergeists.	noemotion	blog
15145	i attempted to have a normal conversation with him, and apparently my basic human right to hang up whenever I choose to do so, Is not allowed.	disgust	blog
15199	or at least the percentage I can deal with.	noemotion	blog
15423	I got her less than $500.00 back.	noemotion	blog
15501	You know at least one guy named Sean, Pat, Whitey, Red, Bud or Seamus.	noemotion	blog
15502	You have gone to at least one party at UMass.	noemotion	blog
15544	At least the price of gas is going down, $1.99 per gallon across the street now.	noemotion	blog
15546	Oh well, at least we can make it work without lots of time.	noemotion	blog
15570	At least I haven't bought any in about four days.	noemotion	blog
15579	Or at least I don't.	noemotion	blog
15679	And barely anyone's online.	noemotion	blog
16682	At least in my experience.	noemotion	blog
17072	Mortar assault leaves at least 18 dead	noemotion	newsheadline
