id	corpus	emotion	domain
2653	The message of such reflections -- intentional or not -- is that while no art grows from a vacuum , many artists exist in one .	noemotion	moviereview
2654	Gooding is the energetic frontman , and it 's hard to resist his enthusiasm , even if the filmmakers come up with nothing original in the way of slapstick sequences .	joy	moviereview
2688	Although it does n't always hang together -- violence and whimsy do n't combine easily -- `` Cherish '' certainly is n't dull .	joy	moviereview
2692	A fine documentary can be distinguished from a mediocre one by the better film 's ability to make its subject interesting to those who are n't part of its supposed target audience .	noemotion	moviereview
2694	Fubar is very funny , but not always in a laugh-out-loud way .	joy	moviereview
2708	By turns touching , raucously amusing , uncomfortable , and , yes , even sexy , Never Again is a welcome and heartwarming addition to the romantic comedy genre .	joy	moviereview
2709	If you have n't seen the film lately , you may be surprised at the variety of tones in Spielberg 's work .	joy	moviereview
2717	The film 's messages of tolerance and diversity are n't particularly original , but one ca n't help but be drawn in by the sympathetic characters .	joy	moviereview
2728	I have n't laughed that hard in years !	joy	moviereview
2729	Anyone who 's ever suffered under a martinet music instructor has no doubt fantasized about what an unhappy , repressed and twisted personal life their tormentor deserved .	anger	moviereview
2732	It may not be history -- but then again , what if it is ?	noemotion	moviereview
2734	If `` Lilo & Stitch '' is n't the most edgy piece of Disney animation to hit the silver screen , then this first film to use a watercolor background since `` Dumbo '' certainly ranks as the most original in years .	joy	moviereview
2736	This ready-made midnight movie probably wo n't stand the cold light of day , but under the right conditions , it 's goofy -LRB- if not entirely wholesome -RRB- fun .	joy	moviereview
2739	Even though it is infused with the sensibility of a video director , it does n't make for completely empty entertainment	joy	moviereview
2741	Talk to Her is so darned assured , we have absolutely no idea who the main characters are until the film is well under way -- and yet it 's hard to stop watching .	joy	moviereview
2746	Confessions is n't always coherent , but it 's sharply comic and surprisingly touching , so hold the gong .	joy	moviereview
2750	White Oleander may leave you rolling your eyes in the dark , but that does n't mean you wo n't like looking at it .	joy	moviereview
2756	Certainly the big finish was n't something Galinsky and Hawley could have planned for ... but part of being a good documentarian is being there when the rope snaps .	joy	moviereview
2762	Return to Never Land is reliable , standard Disney animated fare , with enough creative energy and wit to entertain all ages .	joy	moviereview
2770	Murderous Maids pulls no punches in its depiction of the lives of the Papin sister and the events that led to their notorious rise to infamy ...	sadness	moviereview
2781	Acting can not be acted .	noemotion	moviereview
2785	Maybe not a classic , but a movie the kids will want to see over and over again .	joy	moviereview
2786	The movie is not as terrible as the synergistic impulse that created it .	disgust	moviereview
2790	I do n't think most of the people who loved the 1989 Paradiso will prefer this new version .	disgust	moviereview
2792	A zinger-filled crowd-pleaser that open-minded Elvis fans -LRB- but by no means all -RRB- will have fun with .	joy	moviereview
2796	Terrific as Nadia , a Russian mail-order bride who comes to America speaking not a word of English , it 's Kidman who holds the film together with a supremely kittenish performance that gradually accumulates more layers .	joy	moviereview
2811	It 's hard to imagine anyone managing to steal a movie not only from charismatic rising star Jake Gyllenhaal but also from accomplished Oscar winners Susan Sarandon , Dustin Hoffman and Holly Hunter , yet newcomer Ellen Pompeo pulls off the feat with aplomb .	surprise	moviereview
2824	LaBute masterfully balances both Traditional or Modern stories together in a manner that one never overwhelms the other .	joy	moviereview
2830	` Film aficionados can not help but love Cinema Paradiso , whether the original version or new Director 's Cut . '	joy	moviereview
2838	Murderous Maids has a lot going for it , not least the brilliant performances by Testud ... and Parmentier .	joy	moviereview
2839	Filmmaker Stacy Peralta has a flashy editing style that does n't always jell with Sean Penn 's monotone narration , but he respects the material without sentimentalizing it .	joy	moviereview
2852	The story line may be 127 years old , but El Crimen del Padre Amaro ... could n't be more timely in its despairing vision of corruption within the Catholic establishment .	joy	moviereview
2865	I am not generally a huge fan of cartoons derived from TV shows , but Hey Arnold !	joy	moviereview
2867	With not a lot of help from the screenplay -LRB- proficient , but singularly cursory -RRB- , -LRB- Testud -RRB- acts with the feral intensity of the young Bette Davis .	joy	moviereview
2868	It 's a film that 's destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio 's animated classics .	joy	moviereview
2870	If you 're not totally weirded - out by the notion of cinema as community-therapy spectacle , Quitting hits home with disorienting force .	surprise	moviereview
2874	Elvira fans could hardly ask for more .	joy	moviereview
2881	My Big Fat Greek Wedding is not only the best date movie of the year , it 's also a -- dare I say it twice -- delightfully charming -- and totally American , I might add -- slice of comedic bliss .	joy	moviereview
2892	This is n't a retooled genre piece , the tale of a guy and his gun , but an amiably idiosyncratic work .	joy	moviereview
2894	It may not be a great piece of filmmaking , but its power comes from its soul 's - eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case .	joy	moviereview
2897	The film is a hoot , and is just as good , if not better than much of what 's on Saturday morning TV especially the pseudo-educational stuff we all ca n't stand .	joy	moviereview
2903	this film is not a love letter for the slain rappers , it 's a taunt - a call for justice for two crimes from which many of us have not yet recovered .	anger	moviereview
2906	... in no way original , or even all that memorable , but as downtown Saturday matinee brain candy , it does n't disappoint .	joy	moviereview
2907	Clever and unflinching in its comic barbs , Slap Her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up .	joy	moviereview
2921	Like its predecessor , it 's no classic , but it provides a reasonably attractive holiday contraption , one that families looking for a clean , kid-friendly outing should investigate .	joy	moviereview
2924	... gripping and handsome execution , -LRB- but -RRB- there is n't much about K-19 that 's unique or memorable .	joy	moviereview
2937	While not quite a comedy , the film tackles its relatively serious subject with an open mind and considerable good cheer , and is never less than engaging .	joy	moviereview
2942	It 's a movie that accomplishes so much that one viewing ca n't possibly be enough .	joy	moviereview
2949	If you 're paying attention , the `` big twists '' are pretty easy to guess - but that does n't make the movie any less entertaining .	joy	moviereview
2951	... Pray does n't have a passion for the material .	sadness	moviereview
2962	This new Time Machine is hardly perfect ... yet it proves surprisingly serviceable .	surprise	moviereview
2963	Even at its worst , it 's not half-bad .	surprise	moviereview
2965	Once folks started hanging out at the barbershop , they never wanted to leave .	joy	moviereview
2966	Chances are you wo n't , either .	noemotion	moviereview
2974	All in all , an interesting look at the life of the campaign-trail press , especially ones that do n't really care for the candidate they 're forced to follow .	joy	moviereview
2980	The result puts a human face on Derrida , and makes one of the great minds of our times interesting and accessible to people who normally could n't care less .	joy	moviereview
2982	If there 's one big point to Promises , it 's that nothing can change while physical and psychological barriers keep the sides from speaking even one word to each other .	sadness	moviereview
2991	Even when there are lulls , the emotions seem authentic , and the picture is so lovely toward the end ... you almost do n't notice the 129-minute running time .	joy	moviereview
2996	When it 's not wallowing in hormonal melodrama , `` Real Women Have Curves '' is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she 'll become her mother before she gets to fulfill her dreams .	joy	moviereview
2997	The film runs on a little longer than it needs to -- Muccino either does n't notice when his story ends or just ca n't tear himself away from the characters -- but it 's smooth and professional .	joy	moviereview
3003	The movie has no respect for laws , political correctness or common decency , but it displays something more important : respect for its flawed , crazy people .	joy	moviereview
3006	This cinema verite speculation on the assassination of John F. Kennedy may have been inspired by Blair Witch , but it takes its techniques into such fresh territory that the film never feels derivative .	joy	moviereview
3008	A coming-of-age movie that Hollywood would n't have the guts to make .	noemotion	moviereview
3010	There are laughs aplenty , and , as a bonus , viewers do n't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies .	joy	moviereview
3013	Salma goes native and she 's never been better in this colorful bio-pic of a Mexican icon .	joy	moviereview
3019	Parker can not sustain the buoyant energy level of the film 's city beginnings into its country conclusion '	sadness	moviereview
3039	A movie that will wear you out and make you misty even when you do n't want to be .	sadness	moviereview
3050	That ` Alabama ' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of Witherspoon -LRB- who is always a joy to watch , even when her material is not first-rate -RRB- ...	joy	moviereview
3067	Well , it probably wo n't have you swinging from the trees hooting it 's praises , but it 's definitely worth taking a look .	joy	moviereview
3070	The Son Of The Bride 's humour is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues .	joy	moviereview
3074	P.T. Anderson understands the grandness of romance and how love is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew were possible .	joy	moviereview
3081	Schepisi , aided by a cast that seems to include every top-notch British actor who did not appear in Gosford Park -LRB- as well as one , Ms. Mirren , who did -RRB- , has succeeded beyond all expectation .	joy	moviereview
3083	There is no denying the power of Polanski 's film ...	joy	moviereview
3105	You 're not merely watching history , you 're engulfed by it .	joy	moviereview
3108	But it 's hardly a necessary enterprise .	noemotion	moviereview
3109	The Quiet American is n't a bad film , it 's just one that could easily wait for your pay per view dollar .	noemotion	moviereview
3114	It 's not just a feel-good movie , it 's a feel movie .	joy	moviereview
3117	What makes Barbershop so likable , with all its flaws , is that it has none of the pushiness and decibel volume of most contemporary comedies .	joy	moviereview
3131	Birthday Girl does n't try to surprise us with plot twists , but rather seems to enjoy its own transparency .	joy	moviereview
3137	None of this is meaningful or memorable , but frosting is n't , either , and you would n't turn down a big bowl of that , would you ?	joy	moviereview
3143	Diane Lane works nothing short of a minor miracle in Unfaithful .	joy	moviereview
3158	You do n't want to call the cops .	noemotion	moviereview
3163	That rare film whose real-life basis is , in fact , so interesting that no embellishment is needed .	joy	moviereview
3165	"This is n't a stand up and cheer flick ; it 's a sit down and ponder affair ."	sadness	moviereview
3167	Originality ai n't on the menu , but there 's never a dull moment in the giant spider invasion comic chiller .	joy	moviereview
3170	This one is not nearly as dreadful as expected .	surprise	moviereview
3178	The people in Jessica are so recognizable and true that , as in real life , we 're never sure how things will work out .	joy	moviereview
3186	Spider-Man is in the same category as X-Men - occasionally brilliant but mostly average , showing signs of potential for the sequels , but not giving us much this time around .	surprise	moviereview
3203	Expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women .	joy	moviereview
3213	Halloween : Resurrection is n't exactly quality cinema , but it is n't nearly as terrible as it cold have been .	disgust	moviereview
3225	This filmed Tosca -- not the first , by the way -- is a pretty good job , if it 's filmed Tosca that you want .	joy	moviereview
3229	The picture runs a mere 84 minutes , but it 's no glance .	surprise	moviereview
3231	It asks nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up .	joy	moviereview
3236	I like that Smith , he 's not making fun of these people , he 's not laughing at them .	joy	moviereview
3242	Murder by Numbers ' is n't a great movie , but it 's a perfectly acceptable widget .	noemotion	moviereview
3281	The Ring never lets you off the hook .	joy	moviereview
3282	Thumbs up to Paxton for not falling into the Hollywood trap and making a vanity project with nothing new to offer .	joy	moviereview
3286	It 's not the least of Afghan tragedies that this noble warlord would be consigned to the dustbin of history .	disgust	moviereview
3299	Even these tales of just seven children seem at times too many , although in reality they are not enough .	noemotion	moviereview
3303	Real Women Have Curves does n't offer any easy answers .	sadness	moviereview
3328	You would n't want to live waydowntown , but it is a hilarious place to visit .	surprise	moviereview
3331	It does n't reach them , but the effort is gratefully received .	joy	moviereview
3339	The plot of the comeback curlers is n't very interesting actually , but what I like about Men With Brooms and what is kind of special is how the film knows what 's unique and quirky about Canadians .	joy	moviereview
3345	The universal theme of becoming a better person through love has never been filmed more irresistibly than in ` Baran . '	joy	moviereview
3357	I do n't feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold .	joy	moviereview
3362	Because Eight Legged Freaks is partly an homage to Them , Tarantula and other low - budget B-movie thrillers of the 1950s and '60s , the movie is a silly -LRB- but not sophomoric -RRB- romp through horror and hellish conditions .	noemotion	moviereview
3368	If you 're a comic fan , you ca n't miss it .	joy	moviereview
3369	If you 're not , you 'll still have a good time . ''	noemotion	moviereview
3370	This movie has a strong message about never giving up on a loved one , but it 's not an easy movie to watch and will probably disturb many who see it .	disgust	moviereview
3384	This is not Chabrol 's best , but even his lesser works outshine the best some directors can offer .	joy	moviereview
3387	If you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera , this Oscar-nominated documentary takes you there .	joy	moviereview
3392	13 Conversations may be a bit too enigmatic and overly ambitious to be fully successful , but Sprecher and her screenwriting partner and sister , Karen Sprecher , do n't seem ever to run out of ideas .	anticipation	moviereview
3393	The movie is our story as much as it is Schmidt 's , no matter if it 's viewed as a self-reflection or cautionary tale .	noemotion	moviereview
3401	Anyone who ever fantasized about space travel but ca n't afford the $ 20 million ticket to ride a Russian rocket should catch this IMAX offering .	joy	moviereview
3410	It 's never dull and always looks good .	joy	moviereview
3424	It establishes its ominous mood and tension swiftly , and if the suspense never rises to a higher level , it is nevertheless maintained throughout .	joy	moviereview
3445	... Rogers 's mouth never stops shut about the war between the sexes and how to win the battle .	noemotion	moviereview
3447	It 's all entertaining enough , but do n't look for any hefty anti-establishment message in what is essentially a whip-crack of a buddy movie that ends with a whimper .	disgust	moviereview
3452	It 's not a classic spy-action or buddy movie , but it 's entertaining enough and worth a look .	joy	moviereview
3471	An instance of an old dog not only learning but inventing a remarkable new trick .	joy	moviereview
3477	It 's no accident that The Accidental Spy is a solid action pic that returns the martial arts master to top form .	joy	moviereview
3481	Makes the case for a strong education and good teachers being more valuable in the way they help increase an average student 's self-esteem , and not strictly in the knowledge imparted .	joy	moviereview
3488	Combines sharp comedy , old-fashioned monster movie atmospherics , and genuine heart to create a film that 's not merely about kicking undead *** , but also about dealing with regret and , ultimately , finding redemption .	joy	moviereview
3489	While most films these days are about nothing , this film seems to be about everything that 's plaguing the human spirit in a relentlessly globalizing world .	joy	moviereview
3493	You may leave the theater with more questions than answers , but darned if your toes wo n't still be tapping .	joy	moviereview
3495	"But this is not a movie about an inhuman monster ; it 's about a very human one ."	joy	moviereview
3497	"It 's not a motion picture ; it 's an utterly static picture ."	disgust	moviereview
3513	If you do n't ... well , skip to another review .	noemotion	moviereview
3519	It 's not going to be everyone 's bag of popcorn , but it definitely gives you something to chew on .	joy	moviereview
3532	At just over an hour , Home Movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face .	joy	moviereview
3541	Satin Rouge is not a new , or inventive , journey , but it 's encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity .	joy	moviereview
3542	Though an important political documentary , this does not really make the case the Kissinger should be tried as a war criminal .	noemotion	moviereview
3545	She may not be real , but the laughs are .	joy	moviereview
3548	The power of this script , and the performances that come with it , is that the whole damned thing did n't get our moral hackles up .	surprise	moviereview
3551	If you 're not deeply touched by this movie , check your pulse .	joy	moviereview
3556	For all its problems ... The Lady and the Duke surprisingly manages never to grow boring ... which proves that Rohmer still has a sense of his audience .	joy	moviereview
3559	The film is saved from are n't - kids-cute sentimentality by a warmth that is n't faked and a stately sense of composition .	joy	moviereview
3565	The story , once it gets rolling , is nothing short of a great one .	joy	moviereview
3571	This is an extraordinary film , not least because it is Japanese and yet feels universal .	joy	moviereview
3575	There 's nothing more satisfying during a summer of event movies than a spy thriller like The Bourne Identity that 's packed with just as much intelligence as action .	joy	moviereview
3576	I 'm not generally a fan of vegetables but this batch is pretty cute .	joy	moviereview
3577	Qutting may be a flawed film , but it is nothing if not sincere .	joy	moviereview
3582	It does n't flinch from its unsettling prognosis , namely , that the legacy of war is a kind of perpetual pain .	sadness	moviereview
3584	This is not an easy film .	sadness	moviereview
3593	the film does n't sustain its initial promise with a jarring , new-agey tone creeping into the second half	disgust	moviereview
3607	Henry Bean 's thoughtful screenplay provides no easy answers , but offers a compelling investigation of faith versus intellect	joy	moviereview
3617	Secretary is not a movie about fetishism .	noemotion	moviereview
3619	Even though it 's common knowledge that Park and his founding partner , Yong Kang , lost Kozmo in the end , you ca n't help but get caught up in the thrill of the company 's astonishing growth .	joy	moviereview
3620	Although some viewers will not be able to stomach so much tongue-in-cheek weirdness , those who do will have found a cult favorite to enjoy for a lifetime .	joy	moviereview
3630	A live-wire film that never loses its ability to shock and amaze .	surprise	moviereview
3632	It 's fairly solid -- not to mention well edited so that it certainly does n't feel like a film that strays past the two and a half mark .	joy	moviereview
3639	Nohe 's documentary about the event is sympathetic without being gullible : He is n't blind to the silliness , but also captures moments of spontaneous creativity and authentic co-operative interaction .	joy	moviereview
3640	It may not be as cutting , as witty or as true as back in the glory days of Weekend and Two or Three Things I Know About Her , but who else engaged in filmmaking today is so cognizant of the cultural and moral issues involved in the process ?	joy	moviereview
3643	It 's got some pretentious eye-rolling moments and it did n't entirely grab me , but there 's stuff here to like .	other	moviereview
3662	The Last Kiss will probably never achieve the popularity of My Big Fat Greek Wedding , but its provocative central wedding sequence has far more impact .	joy	moviereview
3671	Fast and funny , an action cartoon that 's suspenseful enough for older kids but not too scary for the school-age crowd .	joy	moviereview
3676	An ambitious movie that , like Shiner 's organizing of the big fight , pulls off enough of its effects to make up for the ones that do n't come off .	surprise	moviereview
3683	... while Dark Water is n't a complete wash -LRB- no pun intended -RRB- , watched side-by-side with Ringu , it ultimately comes off as a pale successor .	disgust	moviereview
3709	The dragons are the real stars of Reign of Fire and you wo n't be disappointed .	joy	moviereview
3722	Even if Invincible is not quite the career peak that The Pianist is for Roman Polanski , it demonstrates that Werner Herzog can still leave us with a sense of wonder at the diverse , marvelously twisted shapes history has taken .	joy	moviereview
3730	For once , a movie does not proclaim the truth about two love-struck somebodies , but permits them time and space to convince us of that all on their own .	joy	moviereview
3733	Moonlight Mile does n't quite go the distance but the cast is impressive and they all give life to these broken characters who are trying to make their way through this tragedy .	sadness	moviereview
3735	Not as well-written as Sexy Beast , not as gloriously flippant as Lock , Stock and Two Smoking Barrels , but stylish and moody and exceptionally well-acted .	joy	moviereview
3752	If you ignore the cliches and concentrate on City by the Sea 's interpersonal drama , it ai n't half-bad .	joy	moviereview
3753	There are n't too many films that can be as simultaneously funny , offbeat and heartwarming -LRB- without a thick shmear of the goo , at least -RRB- , but `` Elling '' manages to do all three quite well , making it one of the year 's most enjoyable releases .	joy	moviereview
3754	Reign of Fire is hardly the most original fantasy film ever made -- beyond Road Warrior , it owes enormous debts to Aliens and every previous dragon drama -- but that barely makes it any less entertaining .	joy	moviereview
3763	It is a challenging film , if not always a narratively cohesive one .	noemotion	moviereview
3764	Trapped wo n't score points for political correctness , but it may cause parents a few sleepless hours -- a sign of its effectiveness .	fear	moviereview
3769	There 's no conversion effort , much of the writing is genuinely witty and both stars are appealing enough to probably have a good shot at a Hollywood career , if they want one .	joy	moviereview
3775	Maid in Manhattan might not look so appealing on third or fourth viewing down the road ... But as a high concept vehicle for two bright stars of the moment who can rise to fans ' lofty expectations , the movie passes inspection .	joy	moviereview
3788	For proof of that on the cinematic front , look no further than this 20th anniversary edition of the film that Spielberg calls , retrospectively , his most personal work yet .	joy	moviereview
3790	It 's not like having a real film of Nijinsky , but at least it 's better than that eponymous 1980 biopic that used soap in the places where the mysteries lingered .	noemotion	moviereview
3797	An old-fashioned scary movie , one that relies on lingering terror punctuated by sudden shocks and not constant bloodshed punctuated by flying guts .	fear	moviereview
3802	See it for his performance if nothing else .	noemotion	moviereview
3804	It 's a fine , focused piece of work that reopens an interesting controversy and never succumbs to sensationalism .	joy	moviereview
3808	It 's weird , wonderful , and not necessarily for kids .	joy	moviereview
3813	Yet it 's not quite the genre-busting film it 's been hyped to be because it plays everything too safe .	noemotion	moviereview
3814	You do n't need to know your Ice-T 's from your Cool-J 's to realize that as far as these shootings are concerned , something is rotten in the state of California .	disgust	moviereview
3829	A sharp and quick documentary that is funny and pithy , while illuminating an era of theatrical comedy that , while past , really is n't .	joy	moviereview
3831	Fred Schepisi 's tale of four Englishmen facing the prospect of their own mortality views youthful affluence not as a lost ideal but a starting point .	joy	moviereview
3838	Like Vardalos and Corbett , who play their roles with vibrant charm , the film , directed by Joel Zwick , is heartfelt and hilarious in ways you ca n't fake .	joy	moviereview
3839	I do n't know if Frailty will turn Bill Paxton into an A-list director , but he can rest contentedly with the knowledge that he 's made at least one damn fine horror movie .	joy	moviereview
3841	Each punch seen through prison bars , the fights become not so much a struggle of man vs. man as Brother-Man vs. The Man .	surprise	moviereview
3845	-LRB- Has -RRB- an immediacy and an intimacy that sucks you in and dares you not to believe it 's all true .	joy	moviereview
3856	"Those prone to indignation need not apply ; those susceptible to blue hilarity , step right up ."	noemotion	moviereview
3857	Like Mike is n't going to make box office money that makes Michael Jordan jealous , but it has some cute moments , funny scenes , and hits the target audience -LRB- young Bow Wow fans -RRB- - with nothing but net .	joy	moviereview
3863	A headline-fresh thriller set among orthodox Jews on the West Bank , Joseph Cedar 's Time Of Favor manages not only to find a compelling dramatic means of addressing a complex situation , it does so without compromising that complexity .	joy	moviereview
3866	Like any good romance , Son of the Bride , proves it 's never too late to learn .	joy	moviereview
3867	-LRB- Kline 's -RRB- utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code , and as a flawed human being who ca n't quite live up to it .	joy	moviereview
3868	The film , while not exactly assured in its execution , is notable for its sheer audacity and openness .	joy	moviereview
3876	If Reno is to the left of liberal on the political spectrum , her tough , funny , rather chaotic show is n't subversive so much as it is nit-picky about the hypocrisies of our time .	joy	moviereview
3883	Nicole Kidman evolved from star to superstar some time over the past year , which means that Birthday Girl is the kind of quirkily appealing minor movie she might not make for a while .	noemotion	moviereview
3894	What does n't this film have that an impressionable kid could n't stand to hear ?	disgust	moviereview
3895	What saves it ... and makes it one of the better video-game-based flicks , is that the film acknowledges upfront that the plot makes no sense , such that the lack of linearity is the point of emotional and moral departure for protagonist Alice .	joy	moviereview
3897	It 's a visual delight and a decent popcorn adventure , as long as you do n't try to look too deep into the story	joy	moviereview
3909	One ca n't deny its seriousness and quality .	joy	moviereview
3926	Sheds light on a subject few are familiar with , and makes you care about music you may not have heard before .	joy	moviereview
3930	Viveka Seldahl and Sven Wollter will touch you to the core in a film you will never forget -- that you should never forget .	joy	moviereview
3934	It 's not particularly subtle ... However , it still manages to build to a terrifying , if obvious , conclusion .	fear	moviereview
3942	Tony Gayton 's script does n't give us anything we have n't seen before , but director D.J. Caruso 's grimy visual veneer and Kilmer 's absorbing performance increase the gravitational pull considerably .	joy	moviereview
3947	For a film that 's being advertised as a comedy , Sweet Home Alabama is n't as funny as you 'd hoped .	disgust	moviereview
3948	For a film that 's being advertised as a comedy , Sweet Home Alabama is n't as funny as you 'd hoped .	disgust	moviereview
3951	Depending upon your reaction to this movie , you may never again be able to look at a red felt Sharpie pen without disgust , a thrill , or the giggles .	disgust	moviereview
3952	While Bollywood/Hollywood will undoubtedly provide its keenest pleasures to those familiar with Bombay musicals , it also has plenty for those -LRB- like me -RRB- who are n't .	joy	moviereview
3956	Sure , it 's contrived and predictable , but its performances are so well tuned that the film comes off winningly , even though it 's never as solid as you want it to be .	joy	moviereview
3961	I could n't recommend this film more .	joy	moviereview
3966	Me no lika da accents so good , but I thoroughly enjoyed the love story .	joy	moviereview
3971	Wonder , hope and magic can never escape the heart of the boy when the right movie comes along , especially if it begins with the name of Star Wars	joy	moviereview
3972	A flick about our infantilized culture that is n't entirely infantile .	joy	moviereview
3978	Proof once again that if the filmmakers just follow the books , they ca n't go wrong .	joy	moviereview
3983	Proves that some movie formulas do n't need messing with -- like the big-bug movie .	joy	moviereview
3987	If a big musical number like ` Praise the Lord , He 's the God of Second Chances ' does n't put you off , this will be an enjoyable choice for younger kids .	joy	moviereview
3994	I 'd be lying if I said my ribcage did n't ache by the end of Kung Pow .	joy	moviereview
4000	An intelligent , multi-layered and profoundly humanist -LRB- not to mention gently political -RRB- meditation on the values of knowledge , education , and the affects of cultural and geographical displacement .	joy	moviereview
4003	This is n't exactly profound cinema , but it 's good-natured and sometimes quite funny .	joy	moviereview
4012	The screenplay never lets us forget that Bourne was once an amoral assassin just like the ones who are pursuing him ... There is never really a true `` us '' versus `` them '' .	noemotion	moviereview
4014	They just do n't work in concert .	sadness	moviereview
4020	At once subtle and visceral , the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future .	joy	moviereview
4023	This rush to profits has created a predictably efficient piece of business notable largely for its overwhelming creepiness , for an eagerness to create images you wish you had n't seen , which , in this day and age , is of course the point .	disgust	moviereview
4035	Rarely , indeed almost never , is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema .	joy	moviereview
4042	An energetic , violent movie with a momentum that never lets up .	noemotion	moviereview
4043	Lasker 's canny , meditative script distances sex and love , as Byron and Luther ... realize they ca n't get no satisfaction without the latter .	joy	moviereview
4049	The Chateau is a risky venture that never quite goes where you expect and often surprises you with unexpected comedy .	surprise	moviereview
4051	There are n't many conclusive answers in the film , but there is an interesting story of pointed personalities , courage , tragedy and the little guys vs. the big guys .	joy	moviereview
4055	If you do n't flee , you might be seduced .	anticipation	moviereview
4056	If you do n't laugh , flee .	joy	moviereview
4060	Now as a former Gong Show addict , I 'll admit it , my only complaint is that we did n't get more re-creations of all those famous moments from the show .	joy	moviereview
4062	The first Bond movie in ages that is n't fake fun .	joy	moviereview
4064	A film centering on a traditional Indian wedding in contemporary New Delhi may not sound like specialized fare , but Mira Nair 's film is an absolute delight for all audiences .	joy	moviereview
4086	I know that I 'll never listen to Marvin Gaye or the Supremes the same way again	sadness	moviereview
4099	It might be ` easier ' to watch on video at home , but that should n't stop die-hard French film connoisseurs from going out and enjoying the big-screen experience .	joy	moviereview
4103	Woven together handsomely , recalling sixties ' rockumentary milestones from Lonely Boy to Do n't Look Back .	joy	moviereview
4105	You wo n't exactly know what 's happening but you 'll be blissfully exhausted .	joy	moviereview
4106	The 1960s rebellion was misdirected : you ca n't fight your culture .	anger	moviereview
4107	Works because Reno does n't become smug or sanctimonious towards the audience .	joy	moviereview
4121	There 's no clear picture of who killed Bob Crane .	noemotion	moviereview
4123	Spectacularly beautiful , not to mention mysterious , sensual , emotionally intense , and replete with virtuoso throat-singing .	joy	moviereview
4132	Though Jackson does n't always succeed in integrating the characters in the foreground into the extraordinarily rich landscape , it must be said that he is an imaginative filmmaker who can see the forest for the trees .	joy	moviereview
4139	Godard has never made a more sheerly beautiful film than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence .	joy	moviereview
4142	By the end you ca n't help but feel ` stoked . '	joy	moviereview
4150	The result is somewhat satisfying -- it still comes from Spielberg , who has never made anything that was n't at least watchable .	joy	moviereview
4184	Sweet Home Alabama is n't going to win any Academy Awards , but this date-night diversion will definitely win some hearts .	joy	moviereview
4199	`` Nicholas Nickleby '' is a perfect family film to take everyone to since there 's no new `` A Christmas Carol '' out in the theaters this year .	joy	moviereview
4206	I simply ca n't recommend it enough .	joy	moviereview
4211	Many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside , and I do n't think that A.C. will help this movie one bit .	disgust	moviereview
4233	There 's not much to Fatale , outside of its stylish surprises ... but that 's OK .	surprise	moviereview
4240	It 's plotless , shapeless -- and yet , it must be admitted , not entirely humorless .	disgust	moviereview
4243	The film 's plot may be shallow , but you 've never seen the deep like you see it in these harrowing surf shots .	joy	moviereview
4254	May take its sweet time to get wherever it 's going , but if you have the patience for it , you wo n't feel like it 's wasted yours .	joy	moviereview
4255	Less the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling -LRB- though no less horrifying for it -RRB- .	disgust	moviereview
4270	I know I should n't have laughed , but hey , those farts got to my inner nine-year-old .	joy	moviereview
4272	It 's a smart , funny look at an arcane area of popular culture , and if it is n't entirely persuasive , it does give exposure to some talented performers .	joy	moviereview
4282	Tackles the difficult subject of grief and loss with such life-embracing spirit that the theme does n't drag an audience down .	joy	moviereview
4297	Katz 's documentary does n't have much panache , but with material this rich it does n't need it .	joy	moviereview
4308	Film ca n't quite maintain its initial momentum , but remains sporadically funny throughout .	joy	moviereview
4310	It 's still Adam Sandler , and it 's not Little Nicky .	noemotion	moviereview
4323	... the one thing this Wild film has that other Imax films do n't : chimps , lots of chimps , all blown up to the size of a house .	joy	moviereview
4338	Though it never rises to its full potential as a film , still offers a great deal of insight into the female condition and the timeless danger of emotions repressed .	joy	moviereview
4344	There 's nothing like love to give a movie a B-12 shot , and CQ shimmers with it .	joy	moviereview
